cut_comuna;promedio_notas;paes_complectora;paes_matematica1;paes_matematica2;paes_histciesoc;paes_ciencias;comuna;cut_region;region
10304;5,87367521367521;544,780821917808;526,890410958904;349,894736842105;444,264705882353;422,035714285714;Puyehue;10;Los Lagos
10305;5,88727272727273;572,209790209790;544,521126760563;350,097560975610;459,087500000000;443,329787234043;Río Negro;10;Los Lagos
10306;5,90157894736842;508,407407407407;497,814814814815;347,666666666667;423,500000000000;414,625000000000;San Juan de la Costa;10;Los Lagos
10307;5,71901960784314;523,876923076923;522,387096774194;367,600000000000;451,407407407407;431,745098039216;San Pablo;10;Los Lagos
10401;6,04640625000000;552,078431372549;559,588235294118;363,083333333333;456,074074074074;449,000000000000;Chaitén;10;Los Lagos
10402;6,18369565217391;584,868421052632;598,945945945946;395,416666666667;447,705882352941;508,516129032258;Futaleufú;10;Los Lagos
10403;6,04766423357664;583,491228070175;545,955752212389;349,487804878049;493,076923076923;438,207317073171;Hualaihué;10;Los Lagos
10404;6,27500000000000;570,863636363636;592,090909090909;396,888888888889;457,416666666667;474,052631578947;Palena;10;Los Lagos
11101;6,00987083616587;594,403269754768;603,445462878094;401,580498866213;496,639316239316;478,305764411028;Coihaique;11;Aysén del General Carlos Ibáñez del Campo
11201;5,98935684647303;609,557894736842;620,182058047493;422,935483870968;530,435643564356;496,713725490196;Aisén;11;Aysén del General Carlos Ibáñez del Campo
11202;5,69583333333333;497,000000000000;510,000000000000;328,600000000000;406,777777777778;411,750000000000;Cisnes;11;Aysén del General Carlos Ibáñez del Campo
11203;5,81545454545455;550,444444444444;531,777777777778;355,500000000000;462,307692307692;451,000000000000;Guaitecas;11;Aysén del General Carlos Ibáñez del Campo
11301;5,85869047619048;567,402985074627;585,661290322581;367,000000000000;475,590909090909;454,274509803922;Cochrane;11;Aysén del General Carlos Ibáñez del Campo
11302;6,13400000000000;601,500000000000;582,750000000000;NA;527,666666666667;467,333333333333;O'Higgins;11;Aysén del General Carlos Ibáñez del Campo
11401;5,64000000000000;459,555555555556;485,777777777778;320,000000000000;454,000000000000;460,500000000000;Chile Chico;11;Aysén del General Carlos Ibáñez del Campo
11402;6,09666666666667;500,875000000000;488,125000000000;363,000000000000;NA;411,428571428571;Río Ibáñez;11;Aysén del General Carlos Ibáñez del Campo
12101;6,03133599644918;605,970157657658;602,436611711200;414,889776357827;502,954545454545;488,327155519742;Punta Arenas;12;Magallanes y de la Antártica Chilena
12201;6,20080000000000;665,857142857143;629,250000000000;418,222222222222;550,937500000000;483,857142857143;Cabo de Hornos;12;Magallanes y de la Antártica Chilena
12301;5,68302325581395;510,434782608696;521,761904761905;383,250000000000;476,684210526316;415,538461538462;Porvenir;12;Magallanes y de la Antártica Chilena
12401;6,10629787234043;563,322404371585;561,784946236559;385,400000000000;458,298701298701;485,339449541284;Natales;12;Magallanes y de la Antártica Chilena
13101;5,97143818479855;624,633939007544;625,407941082293;425,996178600161;534,542914572864;515,163564486905;Santiago;13;Metropolitana de Santiago
13102;5,81000000000000;589,901639344262;585,288261515602;386,911242603550;481,805851063830;468,154506437768;Cerrillos;13;Metropolitana de Santiago
13103;5,75172231985940;539,699228791774;548,840206185567;369,989949748744;447,025104602510;444,301115241636;Cerro Navia;13;Metropolitana de Santiago
13104;5,77957295373665;550,209119496855;554,849445324881;374,132616487455;460,298969072165;453,076923076923;Conchalí;13;Metropolitana de Santiago
13105;5,88283923941227;598,110682819383;595,553571428571;397,890642615558;498,586820083682;485,943719412724;El Bosque;13;Metropolitana de Santiago
13106;5,99846803377563;584,704495210022;581,575667655786;397,062318840580;485,511860174782;472,874444444444;Estación Central;13;Metropolitana de Santiago
13107;6,08794374393792;637,586206896552;672,979591836735;458,728215767635;526,561032863850;533,222789115646;Huechuraba;13;Metropolitana de Santiago
13108;5,89836707152497;582,468855218855;574,391752577320;386,655234657040;488,412974683544;476,070617906683;Independencia;13;Metropolitana de Santiago
13109;5,83885379355259;581,774086378738;580,380615640599;382,489745693191;481,618283881315;472,140731556107;La Cisterna;13;Metropolitana de Santiago
13110;5,91994088512542;616,466021297193;617,676681527428;413,127105052125;521,543859649123;502,736692285796;La Florida;13;Metropolitana de Santiago
13111;5,87594736842105;569,893956670467;579,442791762014;385,571090047393;469,384458077710;468,356896551724;La Granja;13;Metropolitana de Santiago
13112;5,74228943694742;557,215747055177;558,117906683480;371,312093628088;464,278835386338;450,414230019493;La Pintana;13;Metropolitana de Santiago
13113;6,15611758989310;681,532602423543;715,078735632184;505,538382804504;584,792413066386;586,306347746090;La Reina;13;Metropolitana de Santiago
13114;6,19822645739910;705,579392338177;754,360010565240;540,573473282443;627,562082139446;606,979646017699;Las Condes;13;Metropolitana de Santiago
13115;6,24492201039861;709,429854872149;786,922970159611;578,638320775027;624,154802259887;630,567295597484;Lo Barnechea;13;Metropolitana de Santiago
13116;5,75311111111111;555,759615384615;558,277641277641;381,125000000000;472,983606557377;452,617424242424;Lo Espejo;13;Metropolitana de Santiago
13117;5,83198113207547;561,820823244552;559,325062034739;367,972972972973;462,213675213675;446,897435897436;Lo Prado;13;Metropolitana de Santiago
13118;5,91012110726644;604,592397043295;603,081504702194;412,495495495496;512,785009861933;492,836902800659;Macul;13;Metropolitana de Santiago
13119;5,93020694259012;614,157342657343;619,299406047516;415,622923588040;520,317184154176;501,779691933522;Maipú;13;Metropolitana de Santiago
13120;5,98514972677596;644,670666666667;653,325020112631;447,693043016463;552,977510460251;531,421336654213;Ñuñoa;13;Metropolitana de Santiago
13121;5,73603381014304;565,210896309315;567,588339222615;382,819727891156;461,141141141141;461,575268817204;Pedro Aguirre Cerda;13;Metropolitana de Santiago
13122;6,00591321243523;626,007920792079;643,542891183479;443,453479853480;522,844363636364;528,527592480291;Peñalolén;13;Metropolitana de Santiago
13123;6,16244621513944;677,905558172398;687,557088487155;479,852617685878;588,366698748797;568,238436715669;Providencia;13;Metropolitana de Santiago
13124;5,84685399449036;580,258435032304;587,861894432393;393,431528662420;479,714285714286;471,068104426788;Pudahuel;13;Metropolitana de Santiago
13125;5,90687666370896;606,246296296296;610,951793721973;408,181428571429;504,910740203193;491,856988082340;Quilicura;13;Metropolitana de Santiago
13126;5,78147478070175;573,662011173184;570,186619718310;381,327372764787;482,497524752475;462,357671957672;Quinta Normal;13;Metropolitana de Santiago
13127;5,86426512968300;578,710050949514;585,093896713615;388,135758651287;481,005794701987;473,668323863636;Recoleta;13;Metropolitana de Santiago
13128;5,89754931261207;578,582466567608;582,737078651685;382,770538243626;472,504043126685;463,808249721293;Renca;13;Metropolitana de Santiago
13129;5,77371610845295;527,441532258065;537,423387096774;368,240196078431;444,733333333333;444,093333333333;San Joaquín;13;Metropolitana de Santiago
13130;5,93067919551599;592,864574731627;587,423397169026;394,930466605672;494,166407465008;480,644230769231;San Miguel;13;Metropolitana de Santiago
13131;5,73926247288503;559,983516483516;565,327707454290;377,450142450142;462,705596107056;454,719912472648;San Ramón;13;Metropolitana de Santiago
13132;6,29743496357960;730,051297525649;796,394768856448;590,324586977648;648,340733590734;642,082497212932;Vitacura;13;Metropolitana de Santiago
13201;5,86310136472549;597,108019853709;600,790428608993;400,992241618177;499,979970688813;487,517022961204;Puente Alto;13;Metropolitana de Santiago
13202;5,83015673981191;582,688715953307;575,584980237154;396,130434782609;491,507812500000;470,573099415205;Pirque;13;Metropolitana de Santiago
13203;5,80746835443038;563,127659574468;541,569892473118;381,042857142857;460,144144144144;461,270270270270;San José de Maipo;13;Metropolitana de Santiago
13301;5,97852746525480;621,266401590457;654,847054075868;468,866866118175;520,596704871060;535,774952320407;Colina;13;Metropolitana de Santiago
13302;5,79435691318328;567,867719644620;572,124137931035;387,663157894737;458,440227703985;458,746397694524;Lampa;13;Metropolitana de Santiago
13303;5,88058823529412;533,397959183673;531,040816326531;372,477272727273;429,161904761905;446,555555555556;Tiltil;13;Metropolitana de Santiago
13401;5,92730099228225;587,421943231441;588,685714285714;396,000585480094;484,580305423907;480,461570419609;San Bernardo;13;Metropolitana de Santiago
13402;5,85065326633166;588,339832869081;595,188111888112;413,771875000000;490,846666666667;478,993846153846;Buin;13;Metropolitana de Santiago
13403;6,04153846153846;616,512048192771;634,951367781155;439,063218390805;527,625766871166;538,567441860465;Calera de Tango;13;Metropolitana de Santiago
13404;5,87377240841777;580,395098039216;590,131707317073;390,278776978417;469,402417962003;469,035943517330;Paine;13;Metropolitana de Santiago
13501;5,76129975629569;576,918387909320;584,027466937945;394,717896865521;482,922202797203;469,146533238027;Melipilla;13;Metropolitana de Santiago
13502;5,79515151515151;540,789473684211;545,714285714286;361,583333333333;467,416666666667;452,000000000000;Alhué;13;Metropolitana de Santiago
13503;5,88934615384615;565,132286995516;560,366742596811;378,429268292683;469,532000000000;459,964285714286;Curacaví;13;Metropolitana de Santiago
13504;5,72601398601399;528,576576576577;531,663636363636;351,294117647059;425,150943396226;417,390804597701;María Pinto;13;Metropolitana de Santiago
13505;5,66242424242424;557,000000000000;565,735849056604;385,896551724138;484,444444444444;449,489795918367;San Pedro;13;Metropolitana de Santiago
13601;5,95023107569721;598,118045476536;602,631782945736;407,064015518914;492,761987794246;492,530947054437;Talagante;13;Metropolitana de Santiago
13602;5,70427672955975;508,896000000000;521,450819672131;354,915254237288;446,079365079365;428,311111111111;El Monte;13;Metropolitana de Santiago
13603;5,73175925925926;550,017456359102;551,630379746835;375,614035087719;451,981566820276;444,505703422053;Isla de Maipo;13;Metropolitana de Santiago
13604;5,81173141891892;574,739406779661;573,075132275132;386,920000000000;467,000000000000;463,990384615385;Padre Hurtado;13;Metropolitana de Santiago
13605;5,89170678336980;570,198895027624;563,057674418605;382,989626556017;467,166934189406;465,706921944035;Peñaflor;13;Metropolitana de Santiago
14101;5,98641651031895;609,670054730258;602,858330035615;414,877922077922;507,994912790698;496,006944444444;Valdivia;14;Los Ríos
14102;6,02026315789474;525,339285714286;518,035714285714;345,000000000000;428,121212121212;433,186046511628;Corral;14;Los Ríos
14103;5,92088122605364;535,372549019608;533,763819095477;364,850746268657;428,866666666667;434,706666666667;Lanco;14;Los Ríos
14104;6,02576763485477;569,940860215054;535,336898395722;362,430232558140;464,104838709677;442,767123287671;Los Lagos;14;Los Ríos
14105;5,76409090909091;536,817073170732;527,937500000000;355,333333333333;448,393939393939;436,885245901639;Máfil;14;Los Ríos
14106;5,90756676557864;597,059701492537;572,320754716981;374,424242424242;468,545454545455;470,096256684492;Mariquina;14;Los Ríos
14107;6,04742465753425;551,784452296820;532,428057553957;359,065934065934;461,310559006211;442,357487922705;Paillaco;14;Los Ríos
14108;5,97535493827160;570,248995983936;552,079840319361;372,729885057471;462,071684587814;454,680790960452;Panguipulli;14;Los Ríos
14201;5,93075544174136;574,230228471002;576,145132743363;387,039215686275;456,089171974522;460,707021791768;La Unión;14;Los Ríos
14202;5,96179577464789;558,430622009569;552,725961538462;368,608108108108;448,686131386861;448,000000000000;Futrono;14;Los Ríos
14203;5,89365517241379;557,703389830509;544,400000000000;385,027777777778;438,545454545455;435,010989010989;Lago Ranco;14;Los Ríos
14204;5,97427518427518;585,691082802548;561,926984126984;372,097560975610;462,668421052632;463,803347280335;Río Bueno;14;Los Ríos
15101;5,98567137413136;568,552646396396;579,210095882685;392,000651890482;468,001013171226;473,136741973841;Arica;15;Arica y Parinacota
15102;5,47750000000000;395,250000000000;483,250000000000;363,000000000000;366,333333333333;386,333333333333;Camarones;15;Arica y Parinacota
15201;5,81875000000000;538,250000000000;526,000000000000;344,875000000000;446,111111111111;417,363636363636;Putre;15;Arica y Parinacota
16101;6,01867488443760;607,437802907916;609,527687296417;412,800405953992;496,136585365854;496,056632459141;Chillán;16;Ñuble
16102;6,04675324675325;571,584415584416;578,189710610932;385,750000000000;464,889610389610;460,862660944206;Bulnes;16;Ñuble
16103;6,04664739884393;583,084615384615;572,992063492063;382,318181818182;489,589041095890;466,492753623188;Chillán Viejo;16;Ñuble
16104;6,14569037656904;553,894736842105;538,137931034483;367,180555555556;452,861386138614;458,027027027027;El Carmen;16;Ñuble
16105;5,79750000000000;522,837209302326;534,452380952381;372,409090909091;415,444444444444;451,294117647059;Pemuco;16;Ñuble
16106;6,22694610778443;559,848920863309;553,914893617021;373,433333333333;435,865853658537;442,094827586207;Pinto;16;Ñuble
16107;5,79485029940120;527,179104477612;537,840909090909;367,780487804878;441,518987341772;445,510416666667;Quillón;16;Ñuble
16108;6,02101694915254;541,787878787879;552,473282442748;367,464285714286;434,262500000000;438,901098901099;San Ignacio;16;Ñuble
16109;6,13460606060606;577,563636363636;592,628252788104;377,646616541353;462,409574468085;466,957345971564;Yungay;16;Ñuble
16201;6,27117924528302;557,762162162162;570,590163934426;387,415094339623;459,696629213483;473,086614173228;Quirihue;16;Ñuble
16202;5,84567567567568;493,032258064516;514,166666666667;306,000000000000;396,555555555556;440,000000000000;Cobquecura;16;Ñuble
16203;6,16649517684887;559,789667896679;566,893129770992;372,464566929134;437,038961038961;456,383561643836;Coelemu;16;Ñuble
16204;6,11642857142857;579,242424242424;571,437500000000;409,222222222222;475,478260869565;483,000000000000;Ninhue;16;Ñuble
16205;5,99081632653061;536,605263157895;545,800000000000;373,000000000000;457,400000000000;430,277777777778;Portezuelo;16;Ñuble
16206;5,93472972972973;556,603448275862;552,534482758621;350,785714285714;464,931034482759;444,267857142857;Ranquil;16;Ñuble
16207;6,05791666666667;533,890909090909;535,890909090909;354,551724137931;421,607142857143;421,333333333333;Treguaco;16;Ñuble
16301;6,07130122950820;598,664588528678;606,685534591195;392,012820512820;474,225433526012;479,470304975923;San Carlos;16;Ñuble
16302;5,74647577092511;573,090395480226;575,548571428571;383,338461538462;472,622807017544;471,448000000000;Coihueco;16;Ñuble
16303;6,17796875000000;514,192307692308;534,769230769231;344,687500000000;408,710526315789;423,790697674419;Ñiquén;16;Ñuble
16304;5,87843137254902;546,116279069767;524,348837209302;348,058823529412;451,280000000000;439,827586206897;San Fabián;16;Ñuble
16305;6,08958874458874;644,926229508197;672,797814207650;452,398550724638;578,156250000000;531,554621848740;San Nicolás;16;Ñuble
NA;5,48570901423300;607,033229491173;597,389484978541;412,140606060606;527,932692307692;497,666092943201;NA;NA;NA
